language,code,efficiency_score
JavaScript,"let sum=0;

for(let i=0;
i<10000;
i++){sum+=i;
}",82
JavaScript,console.log('Hello World');,62
Java,"public class Main { public static void main(String[] args) { System.out.println(Math.sqrt(16));
 } }",89
JavaScript,"function fact(n){return n==0?1:n*fact(n-1);}
",62
Python,"def fact(n): res=1
for i in range(2,n+1): res*=i
return res",62
Python,"x = [i**2 for i in range(10000)]
",73
Python,def factorial(n): return  1 if n==0 else n*factorial(n-1),71
JavaScript,"let  arr=[];
for(let  i=0;i<10000;i++){arr.push(i);}",80
JavaScript,"console.log(Math.sqrt(16));
",93
Python,for i in range(10): print(i),55
Python,def  factorial(n):  return  1  if  n==0  else  n*factorial(n-1),69
JavaScript,"let x = Array.from({length:10000}, (_,i)=>i*i);
",48
Python,print([i  for  i  in  range(10)]),62
Python,"print('Hello World')
",61
Java,public  class  Main  {  public  static  void  main(String[]  args)  {  System.out.println(factorial(5));  }  static  int  factorial(int  n){  return  n==0?1:n*factorial(n-1);  }  },70
Java,"public class Main { public static void main(String[] args) { int i=0;
 while(i<10){System.out.println(i);
i++;
} } }",79
Python,"x = [i**2 for i in range(10000)]
",74
Java,"public class Main { public static void main(String[] args) { System.out.println(""Hello World""); } }
",69
JavaScript,"let x = Array.from({length:10000}, (_,i)=>i*i);
",81
Python,"i=0
while i<10:
  print(i)
  i+=1",68
Python,print('Hello  World'),70
JavaScript,"let x = Array.from({length:10000}, (_,i)=>i*i);
",51
Python,print('Hello World'),67
Python,"def fact(n): res=1
for i in range(2,n+1): res*=i
return  res",75
Python,"def factorial(n): return 1 if n==0 else n*factorial(n-1)
",67
JavaScript,"let i=0;

while(i<10){console.log(i);
i++;
}",76
Python,"import numpy as np
a=np.arange(10)
print(a)",86
Python,"print([i for i in range(10)])
",68
Python,print('Hello World'),65
Python,"i=0
while i<10:
  print(i)
  i+=1",82
Python,def factorial(n): return  1 if n==0 else n*factorial(n-1),92
Java,public class Main { public static void main(String[] args) { System.out.println(Math.sqrt(16)); } },90
Python,x  =  [i**2  for  i  in  range(10000)],82
Python,"i=0
while i<10:
  print(i)
  i+=1",68
JavaScript,"let x = Array.from({length:10000}, (_,i)=>i*i);",65
Java,public  class  Main  {  public  static  void  main(String[]  args)  {  System.out.println(Math.sqrt(16));  }  },85
Java,"public  class  Main  {  public  static  void  main(String[]  args)  {  System.out.println(""Inefficient  code"");  }  }",64
Java,public  class  Main  {  public  static  void  main(String[]  args)  {  int[]  nums  =  new  int[5000];  for(int  i=0;i<5000;i++){nums[i]=i;}  }  },67
JavaScript,console.log('Hello  World');,74
Python,print([i for i in range(10)]),56
JavaScript,"console.log('Hello World');
",62
JavaScript,"let x = Array.from({length:10000}, (_,i)=>i*i);",80
Python,"import  numpy  as  np
a=np.arange(10)
print(a)",79
Java,"public class Main { public static void main(String[] args) { System.out.println(""Efficient code""); } }
",78
Java,public  class  Main  {  public  static  void  main(String[]  args)  {  System.out.println(factorial(5));  }  static  int  factorial(int  n){  return  n==0?1:n*factorial(n-1);  }  },77
Python,"import numpy as np
a=np.arange(10)
print(a)",93
Java,"public class Main { public static void main(String[] args) { int sum=0;
 for(int i=0;
i<10000;
i++){sum+=i;
} System.out.println(sum);
 } }",79
JavaScript,"let  nums=[];
for(let  i=0;i<5000;i++){nums.push(i);}",69
Java,"public class Main { public static void main(String[] args) { System.out.println(factorial(5));
 } static int factorial(int n){ return n==0?1:n*factorial(n-1);
 } }",77
Python,"import numpy as np
a=np.arange(10)
print(a)",99
Java,"public class Main { public static void main(String[] args) { System.out.println(""Inefficient code"");
 } }",48
JavaScript,console.log(Math.sqrt(16));,94
JavaScript,"let sum=0;
for(let i=0;i<10000;i++){sum+=i;}",88
Java,"public class Main { public static void main(String[] args) { int i=0;
 while(i<10){System.out.println(i);
i++;
} } }",77
Java,"public class Main { public static void main(String[] args) { int sum=0; for(int i=0;i<10000;i++){sum+=i;} System.out.println(sum); } }
",81
JavaScript,"let  i=0;
while(i<10){console.log(i);i++;}",57
Python,x = [i**2 for i in range(10000)],54
Python,"a=[]
for i in range(10000): a.append(i)",81
Java,"public  class  Main  {  public  static  void  main(String[]  args)  {  System.out.println(""Efficient  code"");  }  }",79
Python,print('Hello  World'),59
Python,print('Hello World'),70
Python,"import numpy as np
a=np.arange(10)
print(a)
",77
Java,"public  class  Main  {  public  static  void  main(String[]  args)  {  System.out.println(""Efficient  code"");  }  }",65
JavaScript,function fact(n){return  n==0?1:n*fact(n-1);},66
Java,"public class Main { public static void main(String[] args) { System.out.println(factorial(5)); } static int factorial(int n){ return n==0?1:n*factorial(n-1); } }
",82
JavaScript,"console.log('Hello World');
",65
JavaScript,"let i=0;
while(i<10){console.log(i);i++;}
",46
Java,public class Main { public static void main(String[] args) { int[] nums = new int[5000]; for(int i=0;i<5000;i++){nums[i]=i;} } },75
JavaScript,console.log([...Array(10).keys()]);,54
Java,public  class  Main  {  public  static  void  main(String[]  args)  {  int  i=0;  while(i<10){System.out.println(i);i++;}  }  },70
Java,"public  class  Main  {  public  static  void  main(String[]  args)  {  System.out.println(""Hello  World"");  }  }",72
Java,"public  class  Main  {  public  static  void  main(String[]  args)  {  System.out.println(""Efficient  code"");  }  }",61
Java,"public class Main { public static void main(String[] args) { System.out.println(""Inefficient code""); } }",61
Python,print('Hello World'),62
JavaScript,console.log('Hello  World');,74
Java,"public class Main { public static void main(String[] args) { System.out.println(""Hello World""); } }
",67
JavaScript,"let sum=0;
for(let i=0;i<10000;i++){sum+=i;}",84
JavaScript,"console.log(Math.sqrt(16));
",97
Python,"a=[]
for i in range(10000): a.append(i)",66
JavaScript,"function fact(n){return n==0?1:n*fact(n-1);
}",59
JavaScript,"let i=0;
while(i<10){console.log(i);i++;}
",59
Python,"def fact(n): res=1
for i in range(2,n+1): res*=i
return res",78
Python,"import numpy as np
a=np.arange(10)
print(a)
",91
JavaScript,"let arr=[];

for(let i=0;
i<10000;
i++){arr.push(i);
}",54
Java,public class Main { public static void main(String[] args) { System.out.println(Math.sqrt(16)); } },88
Python,for i in range(10): print(i),84
JavaScript,"console.log([...Array(10).keys()]);
",54
Java,"public class Main { public static void main(String[] args) { int i=0; while(i<10){System.out.println(i);i++;} } }
",86
JavaScript,"let  arr=[];
for(let  i=0;i<10000;i++){arr.push(i);}",70
JavaScript,"let sum=0;
for(let i=0;i<10000;i++){sum+=i;}",68
Java,public class Main { public static void main(String[] args) { int[] nums = new int[5000]; for(int i=0;i<5000;i++){nums[i]=i;} } },75
Python,"import  numpy  as  np
a=np.arange(10)
print(a)",82
Java,"public class Main { public static void main(String[] args) { System.out.println(""Inefficient code""); } }
",56
Python,"from math import sqrt
print(sqrt(16))",63
Python,"print('Hello World')
",58
JavaScript,"let x = Array.from({length:10000}, (_,i)=>i*i);
",68
Java,public class Main { public static void main(String[] args) { System.out.println(Math.sqrt(16)); } },84
Java,"public class Main { public static void main(String[] args) { for(int i=0;i<10;i++) System.out.println(i); } }
",63
Java,"public class Main { public static void main(String[] args) { System.out.println(Math.sqrt(16)); } }
",98
Python,"a=[]
for  i  in  range(10000):  a.append(i)",90
Java,public  class  Main  {  public  static  void  main(String[]  args)  {  for(int  i=0;i<10;i++)  System.out.println(i);  }  },61
JavaScript,"console.log(Math.sqrt(16));
",97
Python,"def fact(n): res=1
for i in range(2,n+1): res*=i
return  res",50
Java,"public class Main { public static void main(String[] args) { int[] nums = new int[5000];
 for(int i=0;
i<5000;
i++){nums[i]=i;
} } }",53
Python,print([i  for  i  in  range(10)]),63
Python,"a=[]
for i in range(10000): a.append(i)",75
JavaScript,for(let  i=0;i<10;i++){console.log(i);},60
JavaScript,"console.log(Math.sqrt(16));
",88
Python,print('Hello  World'),68
JavaScript,"let arr=[];
for(let i=0;i<10000;i++){arr.push(i);}
",66
Java,"public class Main { public static void main(String[] args) { System.out.println(""Efficient code""); } }
",55
JavaScript,"let  i=0;
while(i<10){console.log(i);i++;}",81
Java,"public class Main { public static void main(String[] args) { for(int i=0;
i<10;
i++) System.out.println(i);
 } }",71
Java,"public  class  Main  {  public  static  void  main(String[]  args)  {  System.out.println(""Efficient  code"");  }  }",65
Python,"import  numpy  as  np
a=np.arange(10)
print(a)",79
Java,"public class Main { public static void main(String[] args) { int[] nums = new int[5000];
 for(int i=0;
i<5000;
i++){nums[i]=i;
} } }",78
Python,for i in range(10): print(i),82
JavaScript,console.log([...Array(10).keys()]);,79
Java,public class Main { public static void main(String[] args) { int i=0; while(i<10){System.out.println(i);i++;} } },77
JavaScript,"let arr=[];
for(let i=0;i<10000;i++){arr.push(i);}",67
JavaScript,"console.log([...Array(10).keys()]);
",57
JavaScript,"let nums=[];
for(let i=0;i<5000;i++){nums.push(i);}
",88
JavaScript,"let nums=[];
for(let i=0;i<5000;i++){nums.push(i);}
",49
Java,"public class Main { public static void main(String[] args) { System.out.println(Math.sqrt(16));
 } }",91
Java,"public class Main { public static void main(String[] args) { System.out.println(""Efficient code""); } }",52
Python,x = [i**2 for i in range(10000)],76
JavaScript,"console.log('Hello World');
",69
Java,"public class Main { public static void main(String[] args) { System.out.println(factorial(5)); } static int factorial(int n){ return n==0?1:n*factorial(n-1); } }
",87
JavaScript,"function fact(n){return n==0?1:n*fact(n-1);}
",72
JavaScript,for(let i=0;i<10;i++){console.log(i);},51
Python,"a=[]
for i in range(10000): a.append(i)",57
JavaScript,"let i=0;
while(i<10){console.log(i);i++;}
",52
JavaScript,"let  arr=[];
for(let  i=0;i<10000;i++){arr.push(i);}",65
Java,"public class Main { public static void main(String[] args) { int sum=0;
 for(int i=0;
i<10000;
i++){sum+=i;
} System.out.println(sum);
 } }",85
Python,x  =  [i**2  for  i  in  range(10000)],75
Java,"public class Main { public static void main(String[] args) { System.out.println(""Hello World""); } }
",63
Java,"public class Main { public static void main(String[] args) { for(int i=0;i<10;i++) System.out.println(i); } }
",76
JavaScript,"let x = Array.from({length:10000}, (_,i)=>i*i);",60
JavaScript,"let x = Array.from({length:10000}, (_,i)=>i*i);",80
Java,public  class  Main  {  public  static  void  main(String[]  args)  {  for(int  i=0;i<10;i++)  System.out.println(i);  }  },63
Java,"public class Main { public static void main(String[] args) { System.out.println(factorial(5));
 } static int factorial(int n){ return n==0?1:n*factorial(n-1);
 } }",74
Java,"public  class  Main  {  public  static  void  main(String[]  args)  {  System.out.println(""Efficient  code"");  }  }",64
Java,"public class Main { public static void main(String[] args) { System.out.println(""Efficient code""); } }
",77
Python,"i=0
while  i<10:
    print(i)
    i+=1",67
Java,"public class Main { public static void main(String[] args) { int sum=0;
 for(int i=0;
i<10000;
i++){sum+=i;
} System.out.println(sum);
 } }",82
JavaScript,"let sum=0;

for(let i=0;
i<10000;
i++){sum+=i;
}",69
Python,"for i in range(10): print(i)
",71
Java,"public class Main { public static void main(String[] args) { System.out.println(""Hello World""); } }
",67
Python,def  factorial(n):  return  1  if  n==0  else  n*factorial(n-1),89
Java,public class Main { public static void main(String[] args) { System.out.println(Math.sqrt(16)); } },93
JavaScript,"let arr=[];

for(let i=0;
i<10000;
i++){arr.push(i);
}",54
JavaScript,"let x = Array.from({length:10000}, (_,i)=>i*i);
",58
Java,public  class  Main  {  public  static  void  main(String[]  args)  {  int  sum=0;  for(int  i=0;i<10000;i++){sum+=i;}  System.out.println(sum);  }  },87
JavaScript,"let x = Array.from({length:10000}, (_,i)=>i*i);
",80
Python,"from math import sqrt
print(sqrt(16))
",70
JavaScript,"let x = Array.from({length:10000}, (_,i)=>i*i);
",59
JavaScript,console.log('Hello  World');,69
Python,"import  numpy  as  np
a=np.arange(10)
print(a)",84
Python,for i in range(10): print(i),54
JavaScript,console.log([...Array(10).keys()]);,77
Java,"public class Main { public static void main(String[] args) { System.out.println(""Inefficient code""); } }",76
Java,public  class  Main  {  public  static  void  main(String[]  args)  {  for(int  i=0;i<10;i++)  System.out.println(i);  }  },63
Python,def factorial(n): return 1 if n==0 else n*factorial(n-1),79
JavaScript,console.log('Hello  World');,73
JavaScript,"let nums=[];
for(let i=0;i<5000;i++){nums.push(i);}
",75
Python,"import  numpy  as  np
a=np.arange(10)
print(a)",93
Python,"a=[]
for  i  in  range(10000):  a.append(i)",65
Python,"for i in range(10): print(i)
",71
Python,for  i  in  range(10):  print(i),49
JavaScript,"let arr=[];
for(let i=0;i<10000;i++){arr.push(i);}
",64
Java,public  class  Main  {  public  static  void  main(String[]  args)  {  System.out.println(factorial(5));  }  static  int  factorial(int  n){  return  n==0?1:n*factorial(n-1);  }  },88
Java,"public class Main { public static void main(String[] args) { System.out.println(""Inefficient code""); } }",72
JavaScript,"let x = Array.from({length:10000}, (_,i)=>i*i);
",49
JavaScript,function fact(n){return  n==0?1:n*fact(n-1);},81
JavaScript,"let nums=[];

for(let i=0;
i<5000;
i++){nums.push(i);
}",85
Python,"def  fact(n):  res=1
for  i  in  range(2,n+1):  res*=i
return  res",80
Python,for  i  in  range(10):  print(i),69
Python,for i in range(10): print(i),71
JavaScript,"let  nums=[];
for(let  i=0;i<5000;i++){nums.push(i);}",56
JavaScript,"let  nums=[];
for(let  i=0;i<5000;i++){nums.push(i);}",76
